ID_track_FK,ID_time_FK,streams_1month
618,250,5251.0
619,252,4752.0
620,263,4938.0
621,253,5510.0
622,154,4084.0
623,260,4518.0
624,64,5442.0
625,259,5808.0
626,252,5037.0
627,264,5077.0
628,175,4226.0
629,64,4909.0
630,175,5079.0
631,253,4499.0
632,259,4552.0
633,175,4767.0
634,175,4052.0
635,127,4657.0
636,257,4436.0
637,64,4668.0
638,250,4250.0
639,127,5796.0
640,253,5200.0
641,64,5372.0
642,175,5593.0
643,253,5010.0
644,253,4184.0
645,257,5088.0
646,253,5190.0
647,265,5506.0
648,257,4876.0
649,260,4269.0
650,266,4581.0
651,175,4738.0
652,257,5307.0
653,259,5155.0
654,253,4726.0
655,253,5990.0
656,253,5226.0
657,267,4487.0
658,253,4215.0
659,260,4318.0
660,253,4506.0
661,268,4333.0
662,253,4388.0
663,260,4582.0
664,253,4358.0
665,269,5810.0
666,253,4172.0
667,253,5064.0
668,253,4835.0
669,253,5982.0
670,253,4236.0
671,270,4810.0
672,271,5956.0
673,249,5749.0
674,253,5652.0
675,272,4530.0
676,273,4353.0
677,274,5353.0
678,275,5875.0
679,276,18416.0
680,277,7403.0
681,278,5556.0
682,276,4387.0
683,277,4661.0
684,276,4866.0
685,276,5029.0
686,277,4499.0
687,279,4240.0
688,280,5236.0
689,281,4591.0
690,276,5177.0
691,277,4320.0
692,282,4977.0
693,277,5080.0
694,283,4115.0
695,280,4686.0
696,277,4280.0
697,277,4139.0
698,280,5997.0
699,277,4658.0
700,283,5635.0
701,277,4522.0
702,277,5379.0
703,284,5537.0
704,280,5205.0
705,285,4957.0
706,280,4837.0
707,283,4709.0
708,277,5875.0
709,277,5678.0
710,280,5949.0
711,280,4261.0
712,283,5475.0
713,277,5893.0
714,280,4374.0
715,286,4146.0
716,286,5499.0
717,280,5162.0
718,287,5700.0
719,280,4290.0
720,277,5603.0
721,288,4417.0
722,276,4339.0
723,276,4340.0
724,158,5646.0
725,280,5344.0
726,289,5061.0
727,158,4733.0
728,277,5771.0
729,280,4799.0
730,276,5651.0
731,290,4893.0
732,280,4767.0
733,276,4940.0
734,276,4616.0
735,158,5511.0
736,276,5021.0
737,276,4476.0
738,291,5816.0
739,282,4782.0
740,276,5101.0
741,286,5831.0
742,286,5264.0
743,276,4244.0
744,158,5897.0
745,276,5270.0
746,286,4683.0
747,286,4292.0
748,286,5605.0
749,292,5255.0
750,277,5083.0
751,293,5805.0
752,291,5595.0
753,158,4316.0
754,158,4638.0
755,286,4509.0
756,294,5504.0
757,295,39150.0
758,296,25001.0
759,296,24544.0
760,68,18565.0
761,297,12975.0
762,298,13953.0
763,263,8683.0
764,299,8423.0
765,181,5509.0
766,300,4878.0
767,181,5609.0
768,301,4312.0
769,206,4471.0
770,263,5458.0
771,36,5455.0
772,302,5297.0
773,303,5402.0
774,181,5098.0
775,304,4517.0
776,263,4703.0
777,305,4372.0
778,296,5830.0
779,306,5181.0
780,307,4817.0
781,110,4937.0
782,308,5911.0
783,170,4319.0
784,154,5187.0
785,309,5025.0
786,307,5237.0
787,307,4049.0
788,310,227542.0
789,311,203981.0
790,312,178105.0
791,313,187146.0
792,313,171675.0
793,311,149153.0
794,313,110260.0
795,314,127149.0
796,311,120274.0
797,161,105612.0
798,311,113306.0
799,315,119270.0
800,314,116959.0
801,316,97439.0
802,315,83945.0
803,317,118179.0
804,315,110681.0
805,310,79242.0
806,314,104028.0
807,311,102094.0
808,314,87275.0
809,314,88181.0
810,314,81154.0
811,311,67973.0
812,311,75805.0
813,310,89182.0
814,318,63452.0
815,313,72394.0
816,314,72181.0
817,319,75734.0
818,311,85712.0
819,320,68435.0
820,313,67896.0
821,317,79057.0
822,317,70671.0
823,311,63649.0
824,313,69575.0
825,313,60729.0
826,315,61226.0
827,321,70055.0
828,311,67226.0
829,310,80921.0
830,310,63389.0
831,313,66025.0
832,322,64906.0
833,161,49242.0
834,323,64998.0
835,314,52765.0
836,324,71168.0
837,317,51635.0
838,311,57521.0
839,317,49347.0
840,317,66425.0
841,313,55335.0
842,317,57383.0
843,317,45612.0
844,325,60151.0
845,310,48316.0
846,326,63331.0
847,317,47490.0
848,311,45889.0
849,313,42150.0
850,317,50002.0
851,310,50955.0
852,314,40965.0
853,311,54602.0
854,312,47756.0
855,315,48830.0
856,312,46843.0
857,161,45512.0
858,322,48078.0
859,311,40202.0
860,310,39889.0
861,322,52304.0
862,161,53640.0
863,315,42826.0
864,322,40791.0
865,311,46892.0
866,327,42501.0
867,313,35059.0
868,328,37295.0
869,161,45820.0
870,310,44175.0
871,322,33237.0
872,329,36400.0
873,314,35889.0
874,315,42467.0
875,330,31928.0
876,313,33152.0
877,322,43973.0
878,317,33827.0
879,311,39747.0
880,310,33455.0
881,314,30850.0
882,310,32942.0
883,161,39970.0
884,161,40605.0
885,311,38290.0
886,317,32274.0
887,161,35480.0
888,331,29173.0
889,314,29720.0
890,314,37341.0
891,328,25518.0
892,332,26137.0
893,317,27511.0
894,322,25227.0
895,315,26908.0
896,310,31581.0
897,331,29524.0
898,317,34890.0
899,333,33982.0
900,310,28147.0
901,161,26996.0
902,334,26960.0
903,312,29237.0
904,310,25180.0
905,161,28818.0
906,315,26362.0
907,213,25781.0
908,161,24434.0
909,322,22699.0
910,312,28585.0
911,335,26572.0
912,313,20079.0
913,312,26539.0
914,322,22143.0
915,336,25290.0
916,330,24235.0
917,331,20641.0
918,330,17076.0
919,161,19013.0
920,337,21006.0
921,183,21172.0
922,315,17749.0
923,338,21656.0
924,322,22558.0
925,331,18791.0
926,331,15835.0
927,315,16461.0
928,331,14301.0
929,339,20525.0
930,340,14801.0
931,331,17991.0
932,312,15522.0
933,341,17139.0
934,322,17575.0
935,342,18711.0
936,314,14369.0
937,322,12960.0
938,312,13752.0
939,343,18423.0
940,331,17784.0
941,322,16060.0
942,331,15960.0
943,331,15913.0
944,344,16420.0
945,312,13406.0
946,345,12895.0
947,331,13269.0
948,233,10672.0
949,322,11139.0
950,330,13670.0
951,310,10391.0
952,312,12796.0
953,346,10713.0
954,347,11309.0
955,317,10753.0
956,322,10480.0
957,312,11751.0
958,348,9533.0
959,331,10638.0
960,92,10268.0
961,312,10849.0
962,312,11873.0
963,337,10808.0
964,233,8749.0
965,312,7859.0
966,233,8750.0
967,331,9644.0
968,312,7391.0
969,233,8591.0
970,92,6671.0
971,92,7257.0
972,349,5359.0
973,337,5164.0
974,92,6664.0
975,345,6023.0
976,92,6308.0
977,312,5584.0
978,314,5140.0
979,312,6447.0
980,92,6016.0
981,337,5620.0
982,350,4758.0
983,92,5380.0
984,343,4898.0
985,351,4219.0
986,352,5850.0
987,233,4287.0
988,233,5918.0
989,247,4906.0
990,233,4385.0
991,353,5099.0
992,92,5760.0
993,92,5479.0
994,233,5627.0
995,337,5334.0
996,343,4994.0
997,354,4455.0
998,343,5993.0
999,345,5905.0
1000,345,4092.0
1001,92,5426.0
1002,343,4375.0
1003,247,5848.0
1004,345,4079.0
1005,247,5409.0
1006,233,4608.0
1007,233,5868.0
1008,233,5961.0
1009,343,4965.0
1010,355,5706.0
1011,351,4653.0
1012,92,5673.0
1013,233,4087.0
1014,347,5208.0
1015,233,4255.0
1016,247,4167.0
1017,356,5405.0
1018,247,4693.0
1019,247,5464.0
1020,357,4143.0
1021,343,4645.0
1022,233,5095.0
1023,343,5598.0
1024,343,5267.0
1025,247,5788.0
1026,351,5248.0
1027,343,4480.0
1028,351,4060.0
1029,343,5758.0
1030,343,4056.0
1031,233,5768.0
1032,247,5072.0
1033,343,5896.0
1034,351,6015.0
1035,247,4715.0
1036,351,4819.0
1037,233,5271.0
1038,247,5763.0
1039,351,4857.0
1040,247,4722.0
1041,343,4589.0
1042,351,4480.0
1043,37,4095.0
1044,358,4048.0
1045,351,5993.0
1046,343,4871.0
1047,351,4782.0
1048,347,4450.0
1049,343,4192.0
1050,343,4849.0
1051,351,5776.0
1052,351,5908.0
1053,351,4949.0
1054,359,5242.0
1055,351,4347.0
1056,351,5999.0
1057,343,4477.0
1058,355,5901.0
1059,351,5315.0
1060,351,5232.0
1061,351,5041.0
1062,233,4476.0
1063,351,4366.0
1064,351,4454.0
1065,351,4385.0
1066,351,5575.0
1067,351,4713.0
1068,343,4128.0
1069,351,5956.0
1070,351,5784.0
1071,351,5873.0
1072,351,6007.0
1073,360,4359.0
1074,351,4806.0
1075,351,5533.0
1076,351,5407.0
1077,351,4320.0
1078,351,5647.0
1079,351,4463.0
1080,351,4461.0
1081,351,5088.0
1082,351,5202.0
1083,337,5174.0
1084,351,4195.0
1085,351,5772.0
1086,351,4545.0
1087,351,4271.0
1088,351,5794.0
1089,351,5929.0
1090,351,5740.0
1091,351,5634.0
1092,351,5324.0
1093,337,5115.0
1094,351,4185.0
1095,351,4830.0
1096,361,48320.0
1097,362,33560.0
1098,363,12943.0
1099,364,5119.0
1100,364,4177.0
1101,210,4454.0
1102,364,5382.0
1103,364,4164.0
1104,364,5718.0
1105,364,5003.0
1106,365,4977.0
1107,366,5200.0
1108,364,5662.0
1109,364,4709.0
1110,367,5371.0
1111,368,5146.0
1112,364,4546.0
1113,369,5775.0
1114,370,5610.0
1115,369,5331.0
1116,370,5715.0
1117,369,5750.0
1118,371,5431.0
1119,372,5689.0
1120,373,5411.0
1121,364,5373.0
1122,133,5252.0
1123,369,5521.0
1124,374,4328.0
1125,370,5779.0
1126,369,5759.0
1127,370,4070.0
1128,375,5665.0
1129,376,4269.0
1130,377,4684.0
1131,378,5502.0
1132,379,4333.0
1133,380,5649.0
1134,381,5681.0
1135,84,5027.0
1136,382,4024.0
1137,68,4585.0
1138,383,5247.0
1139,384,5977.0
1140,263,5278.0
1141,64,4533.0
1142,385,5283.0
1143,386,11905.0
1144,387,9841.0
1145,272,4873.0
1146,262,5869.0
1147,388,5096.0
1148,389,5941.0
1149,390,4695.0
1150,391,5278.0
1151,61,5879.0
1152,392,4215.0
1153,388,5893.0
1154,393,5389.0
1155,394,4147.0
1156,393,4614.0
1157,395,5431.0
1158,393,4145.0
1159,393,5178.0
1160,388,4704.0
1161,393,5254.0
1162,388,4103.0
1163,388,5758.0
1164,388,5964.0
1165,396,569687.0
1166,397,450099.0
1167,398,311583.0
1168,398,266408.0
1169,399,193848.0
1170,400,166421.0
1171,398,183130.0
1172,398,140498.0
1173,341,132844.0
1174,401,121939.0
1175,402,109130.0
1176,398,82370.0
1177,398,100810.0
1178,398,81004.0
1179,123,71947.0
1180,398,60026.0
1181,398,63073.0
1182,403,60274.0
1183,404,47903.0
1184,403,40810.0
1185,403,39755.0
1186,403,39216.0
1187,398,33300.0
1188,403,40249.0
1189,403,29103.0
1190,405,32726.0
1191,406,38675.0
1192,403,29957.0
1193,403,32178.0
1194,123,28872.0
1195,403,27137.0
1196,405,35454.0
1197,405,28377.0
1198,407,33637.0
1199,408,25402.0
1200,409,25134.0
1201,410,22094.0
1202,403,28801.0
1203,398,25677.0
1204,405,29681.0
1205,405,25223.0
1206,123,28694.0
1207,411,20324.0
1208,403,25482.0
1209,405,24597.0
1210,412,24205.0
1211,413,24691.0
1212,9,22496.0
1213,409,21112.0
1214,405,16428.0
1215,403,15335.0
1216,405,21158.0
1217,385,18163.0
1218,405,19268.0
1219,414,16947.0
1220,398,14453.0
1221,415,13771.0
1222,405,17376.0
1223,403,15707.0
1224,405,14151.0
1225,416,15998.0
1226,403,12348.0
1227,417,14836.0
1228,58,12871.0
1229,405,15624.0
1230,418,12645.0
1231,403,11348.0
1232,415,8811.0
1233,419,8948.0
1234,405,9843.0
1235,420,10309.0
1236,83,10366.0
1237,421,8861.0
1238,405,10388.0
1239,419,9937.0
1240,9,9480.0
1241,9,6785.0
1242,405,8168.0
1243,422,6787.0
1244,405,6839.0
1245,423,8942.0
1246,415,6098.0
1247,9,7054.0
1248,409,7244.0
1249,409,7318.0
1250,23,6719.0
1251,424,4821.0
1252,419,5421.0
1253,419,5765.0
1254,9,4756.0
1255,9,4951.0
1256,9,4137.0
1257,9,4167.0
1258,425,4805.0
1259,9,4277.0
1260,426,5151.0
1261,9,5393.0
1262,9,5617.0
1263,427,4414.0
1264,409,4347.0
1265,415,4221.0
1266,428,5285.0
1267,385,5429.0
1268,429,4074.0
1269,430,5890.0
1270,431,4116.0
1271,415,5097.0
1272,432,5433.0
1273,433,5756.0
1274,161,5444.0
1275,307,5621.0
1276,424,4692.0
1277,434,5646.0
1278,435,182235.0
1279,436,206161.0
1280,412,118226.0
1281,437,117747.0
1282,247,93264.0
1283,438,97011.0
1284,247,90869.0
1285,436,89750.0
1286,189,64575.0
1287,382,62861.0
1288,247,68409.0
1289,3,55467.0
1290,439,72843.0
1291,440,54678.0
1292,441,71260.0
1293,436,50145.0
1294,436,44468.0
1295,436,51446.0
1296,247,44825.0
1297,247,41491.0
1298,247,42049.0
1299,247,39765.0
1300,247,30843.0
1301,442,37429.0
1302,189,36776.0
1303,247,28838.0
1304,443,23344.0
1305,247,28309.0
1306,247,21542.0
1307,382,19276.0
1308,189,21238.0
1309,444,22520.0
1310,189,25077.0
1311,188,23568.0
1312,247,22616.0
1313,445,19550.0
1314,382,16554.0
1315,382,15870.0
1316,382,19410.0
1317,247,13099.0
1318,382,18180.0
1319,382,16010.0
1320,446,13854.0
1321,382,15319.0
1322,189,12387.0
1323,382,13820.0
1324,382,13141.0
1325,382,10088.0
1326,382,8948.0
1327,382,8129.0
1328,447,9116.0
1329,382,6004.0
1330,448,5872.0
1331,449,5277.0
1332,450,5480.0
1333,451,4275.0
1334,452,5449.0
1335,449,5834.0
1336,449,4370.0
1337,453,4489.0
1338,454,5961.0
1339,449,4374.0
1340,455,5727.0
1341,456,4999.0
1342,457,4507.0
1343,458,5757.0
1344,459,4904.0
1345,460,5045.0
1346,382,4732.0
1347,461,164761.0
1348,462,38547.0
1349,463,40569.0
1350,464,41791.0
1351,464,27855.0
1352,465,28117.0
1353,466,24508.0
1354,466,24183.0
1355,467,13721.0
1356,468,11884.0
1357,461,9532.0
1358,252,8487.0
1359,466,6935.0
1360,464,7219.0
1361,469,7597.0
1362,86,7027.0
1363,461,8348.0
1364,461,6848.0
1365,466,6128.0
1366,470,6971.0
1367,471,7190.0
1368,472,5495.0
1369,466,5479.0
1370,466,5018.0
1371,466,6648.0
1372,473,6153.0
1373,474,5675.0
1374,461,6427.0
1375,475,5900.0
1376,464,5434.0
1377,461,6002.0
1378,466,4424.0
1379,476,4236.0
1380,466,4552.0
1381,461,4125.0
1382,461,5077.0
1383,466,5887.0
1384,466,4089.0
1385,461,4256.0
1386,461,4919.0
1387,477,5885.0
1388,478,4646.0
1389,479,5028.0
1390,461,4095.0
1391,461,4310.0
1392,461,5989.0
1393,480,5946.0
1394,481,4022.0
1395,461,5920.0
1396,313,5293.0
1397,461,5750.0
1398,482,4923.0
1399,313,5045.0
1400,188,4991.0
1401,483,5347.0
1402,313,4292.0
1403,483,4070.0
1404,313,4628.0
1405,483,5422.0
1406,25,4416.0
1407,483,5359.0
1408,313,5956.0
1409,483,4200.0
1410,483,5359.0
1411,483,4900.0
1412,483,5753.0
1413,483,4365.0
1414,484,5400.0
1415,429,5690.0
1416,466,5906.0
1417,313,5381.0
1418,485,5009.0
1419,485,5250.0
1420,483,5751.0
1421,485,5155.0
1422,485,4072.0
1423,486,5878.0
1424,487,5395.0
1425,485,5368.0
1426,433,4443.0
1427,485,5333.0
1428,485,4800.0
1429,485,5318.0
1430,488,4225.0
1431,485,5330.0
1432,489,6016.0
1433,490,4110.0
1434,491,5969.0
1435,485,4827.0
1436,485,5758.0
1437,492,5581.0
1438,493,5147.0
1439,494,5494.0
1440,89,282135.0
1441,495,211297.0
1442,272,91830.0
1443,496,76362.0
1444,497,61674.0
1445,498,54876.0
1446,242,47475.0
1447,499,28862.0
1448,123,30805.0
1449,250,20177.0
1450,482,22399.0
1451,87,17283.0
1452,500,16283.0
1453,470,16471.0
1454,64,16602.0
1455,413,17244.0
1456,482,14699.0
1457,501,15063.0
1458,482,13396.0
1459,93,13570.0
1460,470,12395.0
1461,93,9586.0
1462,93,11959.0
1463,470,12036.0
1464,502,10905.0
1465,93,10095.0
1466,503,9748.0
1467,486,11274.0
1468,93,9605.0
1469,501,9155.0
1470,482,7457.0
1471,482,8551.0
1472,93,8585.0
1473,482,8034.0
1474,413,8323.0
1475,93,7976.0
1476,501,6814.0
1477,482,6937.0
1478,482,6927.0
1479,482,6312.0
1480,93,6576.0
1481,482,4046.0
1482,501,4404.0
1483,504,4025.0
1484,413,5310.0
1485,505,5813.0
1486,429,4500.0
1487,21,5871.0
1488,506,4131.0
1489,507,5884.0
1490,508,4716.0
1491,509,4215.0
1492,510,4987.0
1493,499,4526.0
1494,140,4581.0
1495,511,4627.0
